type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
charge,[2009.       3.       3.       9.      26.      17.984],24,B0028,55,1505,01505.csv,,,
discharge,[2009.       3.       3.      12.      18.      51.281],24,B0028,56,1506,01506.csv,1.7519375960601256,,
charge,[2009.       3.       3.      14.       5.      44.218],24,B0028,57,1507,01507.csv,,,
discharge,[2009.       3.       3.      16.      58.      46.625],24,B0028,58,1508,01508.csv,1.7521244035832177,,
impedance,[2009.       3.       3.      18.      49.      37.578],24,B0028,59,1509,01509.csv,,0.0798330864540462,0.11018428491967498
charge,[2009.       3.       3.      19.      21.      23.546],24,B0028,60,1510,01510.csv,,,
impedance,[2009.       3.       3.      22.      22.       5.031],24,B0028,61,1511,01511.csv,,0.0802952194953975,0.10026582550437207
impedance,[2009.       3.       5.      15.      25.      53.312],24,B0028,62,1512,01512.csv,,0.0794938925264985,0.09771330178178547
charge,[2009.       3.       5.      15.      57.      39.484],24,B0028,63,1513,01513.csv,,,
impedance,[2009.       3.       5.      18.       8.      32.859],24,B0028,64,1514,01514.csv,,0.07949915339953288,0.10186179380196737
discharge,[2009.       3.       5.      18.      40.      18.984],24,B0028,65,1515,01515.csv,1.7597714133989641,,
charge,[2009.       3.       5.      20.      27.      37.359],24,B0028,66,1516,01516.csv,,,
discharge,[2.009e+03 3.000e+00 5.000e+00 2.300e+01 2.000e+01 1.140e+00],24,B0028,67,1517,01517.csv,1.7483011320324189,,
charge,[2.0090e+03 3.0000e+00 6.0000e+00 1.0000e+00 6.0000e+00 3.5906e+01],24,B0028,68,1518,01518.csv,,,
discharge,[2009.       3.       6.       4.       0.      25.046],24,B0028,69,1519,01519.csv,1.7411482627836237,,
charge,[2009.       3.       6.       5.      46.      35.031],24,B0028,70,1520,01520.csv,,,
discharge,[2009.       3.       6.       8.      39.      37.156],24,B0028,71,1521,01521.csv,1.7363833316311177,,
charge,[2009.       3.       6.      10.      25.      28.937],24,B0028,72,1522,01522.csv,,,
discharge,[2009.       3.       6.      13.      20.      49.203],24,B0028,73,1523,01523.csv,1.736559066269527,,
impedance,[2009.       3.       6.      15.      10.      41.859],24,B0028,74,1524,01524.csv,,0.08010920559198015,0.11308909362146788
charge,[2009.       3.       6.      15.      42.      28.359],24,B0028,75,1525,01525.csv,,,
impedance,[2009.       3.       6.      18.      44.      22.484],24,B0028,76,1526,01526.csv,,0.08031037805229317,0.10093533112866111
discharge,[2009.       3.      19.      10.      34.      54.078],24,B0028,77,1527,01527.csv,1.7172335652295245,,
impedance,[2009.     3.    19.    12.    23.    39.5],24,B0028,78,1528,01528.csv,,0.07970222029917101,0.11372273509721359
charge,[2009.       3.      19.      12.      55.      26.718],24,B0028,79,1529,01529.csv,,,
charge,[2010.       6.       3.      18.      29.      28.093],22,B0042,0,1530,01530.csv,,,
impedance,[2010.       6.       3.      19.      59.      13.171],24,B0042,1,1531,01531.csv,,0.07586446951010223,0.12833068256289634
discharge,[2010.       6.       3.      20.      31.       2.968],22,B0042,2,1532,01532.csv,1.7287126633755356,,
charge,[2010.       6.       3.      21.      28.      23.343],22,B0042,3,1533,01533.csv,,,
discharge,[2010.       6.       4.       0.      29.      30.921],22,B0042,4,1534,01534.csv,1.7314706281853145,,
charge,[2.0100e+03 6.0000e+00 4.0000e+00 1.0000e+00 2.5000e+01 3.9953e+01],22,B0042,5,1535,01535.csv,,,
discharge,[2010.       6.       4.       4.      26.      46.875],22,B0042,6,1536,01536.csv,1.7282350363146088,,
charge,[2010.       6.       4.       5.      22.      11.609],22,B0042,7,1537,01537.csv,,,
discharge,[2010.     6.     4.     8.    23.    18.5],22,B0042,8,1538,01538.csv,1.720344742291621,,
charge,[2010.       6.       4.       9.      18.      10.125],22,B0042,9,1539,01539.csv,,,
discharge,[2010.       6.       4.      12.      19.      17.125],22,B0042,10,1540,01540.csv,1.7221734367707637,,
impedance,[2010.      6.      4.     13.     17.     33.14],24,B0042,11,1541,01541.csv,,0.07459822481100649,0.11723074758161219
charge,[2010.       6.       4.      13.      49.      16.656],22,B0042,12,1542,01542.csv,,,
impedance,[2010.       6.       4.      16.      54.      24.109],24,B0042,13,1543,01543.csv,,0.07516360963661257,0.11313805264056541
discharge,[2010.      6.      4.     17.     26.      7.75],22,B0042,14,1544,01544.csv,0,,
charge,[2010.       6.       4.      18.      11.      41.437],22,B0042,15,1545,01545.csv,,,
discharge,[2.01e+03 6.00e+00 4.00e+00 2.10e+01 8.00e+00 4.37e-01],22,B0042,16,1546,01546.csv,1.708669577331945,,
charge,[2.0100e+03 6.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 2.3046e+01],22,B0042,17,1547,01547.csv,,,
discharge,[2.0100e+03 6.0000e+00 5.0000e+00 1.0000e+00 2.0000e+00 3.3453e+01],22,B0042,18,1548,01548.csv,1.7036476485918646,,
charge,[2.0100e+03 6.0000e+00 5.0000e+00 1.0000e+00 5.5000e+01 3.7531e+01],22,B0042,19,1549,01549.csv,,,
discharge,[2010.       6.       5.       4.      56.      47.468],22,B0042,20,1550,01550.csv,1.6958375743577971,,
charge,[2010.       6.       5.       5.      49.      38.281],22,B0042,21,1551,01551.csv,,,
discharge,[2010.      6.      5.      8.     50.     47.75],22,B0042,22,1552,01552.csv,1.6949064846676911,,
impedance,[2010.       6.       5.       9.      47.      27.109],24,B0042,23,1553,01553.csv,,0.07392799691843323,0.1154839130420179
charge,[2010.       6.       5.      10.      19.      11.203],22,B0042,24,1554,01554.csv,,,
impedance,[2010.       6.       5.      13.      24.      19.718],24,B0042,25,1555,01555.csv,,0.07391533413115818,0.11607942808438541
discharge,[2010.       6.       5.      13.      56.       3.921],22,B0042,26,1556,01556.csv,1.6874768094352455,,
charge,[2010.      6.      5.     14.     48.     40.64],22,B0042,27,1557,01557.csv,,,
discharge,[2010.       6.       5.      17.      49.      52.625],22,B0042,28,1558,01558.csv,1.685989172917945,,
charge,[2010.       6.       5.      18.      42.      16.578],22,B0042,29,1559,01559.csv,,,
discharge,[2010.       6.       5.      21.      43.      27.734],22,B0042,30,1560,01560.csv,1.6782864747774933,,
charge,[2010.       6.       5.      22.      35.      48.546],22,B0042,31,1561,01561.csv,,,
discharge,[2.0100e+03 6.0000e+00 6.0000e+00 1.0000e+00 3.6000e+01 5.8156e+01],22,B0042,32,1562,01562.csv,1.6739647640901527,,
charge,[2.010e+03 6.000e+00 6.000e+00 2.000e+00 2.900e+01 1.406e+00],22,B0042,33,1563,01563.csv,,,
discharge,[2010.       6.       6.       5.      30.      11.906],22,B0042,34,1564,01564.csv,1.6722378801237066,,
impedance,[2010.       6.       6.       6.      26.      12.265],24,B0042,35,1565,01565.csv,,0.07322114427450227,0.11524739050768826
charge,[2010.       6.       6.       6.      57.      56.937],22,B0042,36,1566,01566.csv,,,
impedance,[2010.       6.       6.      10.       3.       8.109],24,B0042,37,1567,01567.csv,,0.07404775971247318,0.11488442964323797
discharge,[2010.       6.       6.      10.      34.      53.031],22,B0042,38,1568,01568.csv,1.6759897900491967,,
charge,[2.01e+03 6.00e+00 6.00e+00 1.10e+01 2.70e+01 8.12e-01],22,B0042,39,1569,01569.csv,,,
discharge,[2010.       6.       6.      14.      28.      10.546],22,B0042,40,1570,01570.csv,1.6618247672847988,,
charge,[2010.       6.       6.      15.      20.       3.984],22,B0042,41,1571,01571.csv,,,
discharge,[2010.       6.       6.      18.      21.      14.171],22,B0042,42,1572,01572.csv,1.6606710352566112,,
charge,[2010.       6.       6.      19.      12.      55.125],22,B0042,43,1573,01573.csv,,,
discharge,[2010.       6.       6.      22.      14.       8.156],22,B0042,44,1574,01574.csv,1.6530644874507203,,
charge,[2010.       6.       6.      23.       5.      46.734],22,B0042,45,1575,01575.csv,,,
discharge,[2.010e+03 6.000e+00 7.000e+00 2.000e+00 6.000e+00 5.764e+01],22,B0042,46,1576,01576.csv,1.649953986270456,,
impedance,[2.0100e+03 6.0000e+00 7.0000e+00 3.0000e+00 2.0000e+00 2.1765e+01],24,B0042,47,1577,01577.csv,,0.07540308656046427,0.11303459419751533
charge,[2010.       6.       7.       3.      34.       7.015],22,B0042,48,1578,01578.csv,,,
impedance,[2010.       6.       7.       6.      39.      18.421],24,B0042,49,1579,01579.csv,,0.07475265387117375,0.11489667380043778
discharge,[2010.       6.       7.      13.      57.      40.859],22,B0042,50,1580,01580.csv,1.681297805444492,,
impedance,[2010.      6.      7.     14.     53.     59.75],24,B0042,51,1581,01581.csv,,0.07354576461548384,0.11293119041336416
charge,[2010.       6.       7.      15.      25.      45.109],22,B0042,52,1582,01582.csv,,,
impedance,[2010.       6.       7.      18.      30.      57.328],24,B0042,53,1583,01583.csv,,0.07386759284737364,0.11273427681114058
discharge,[2.0100e+03 6.0000e+00 7.0000e+00 1.9000e+01 2.0000e+00 4.3281e+01],22,B0042,54,1584,01584.csv,1.6700520424481298,,
charge,[2010.       6.       7.      19.      54.      42.406],22,B0042,55,1585,01585.csv,,,
discharge,[2010.       6.       7.      22.      55.      54.203],22,B0042,56,1586,01586.csv,1.667181860354792,,
charge,[2010.       6.       7.      23.      47.      48.609],22,B0042,57,1587,01587.csv,,,
discharge,[2.010e+03 6.000e+00 8.000e+00 2.000e+00 4.900e+01 1.156e+00],22,B0042,58,1588,01588.csv,1.6568865613275168,,
charge,[2010.       6.       8.       3.      40.      37.515],22,B0042,59,1589,01589.csv,,,
discharge,[2010.       6.       8.       6.      41.      51.625],22,B0042,60,1590,01590.csv,1.6449819446579936,,
charge,[2010.       6.       8.       7.      33.       6.734],22,B0042,61,1591,01591.csv,,,
discharge,[2010.     6.     8.    10.    34.    18.5],22,B0042,62,1592,01592.csv,1.639214585000014,,
impedance,[2010.      6.      8.     11.     29.     23.75],24,B0042,63,1593,01593.csv,,0.07354360198293662,0.11190728448619446
charge,[2.010e+03 6.000e+00 8.000e+00 1.200e+01 1.000e+00 9.765e+00],22,B0042,64,1594,01594.csv,,,
impedance,[2010.       6.       8.      15.       6.      23.578],24,B0042,65,1595,01595.csv,,0.07399446602680612,0.11275298341358728
discharge,[2010.       6.       8.      15.      38.       9.593],22,B0042,66,1596,01596.csv,1.6410599890208055,,
charge,[2010.       6.       8.      16.      29.      29.609],22,B0042,67,1597,01597.csv,,,
discharge,[2010.      6.      8.     19.     30.     45.25],22,B0042,68,1598,01598.csv,1.6432696512198481,,
charge,[2010.       6.       8.      20.      21.      58.343],22,B0042,69,1599,01599.csv,,,
discharge,[2010.       6.       8.      23.      23.      11.562],22,B0042,70,1600,01600.csv,1.6298673102402295,,
charge,[2010.       6.       9.       0.      14.      12.203],22,B0042,71,1601,01601.csv,,,
discharge,[2010.       6.       9.       3.      15.      28.281],22,B0042,72,1602,01602.csv,1.6238536344658807,,
charge,[2010.       6.       9.       4.       6.       7.312],22,B0042,73,1603,01603.csv,,,
discharge,[2010.       6.       9.       7.       7.      20.406],22,B0042,74,1604,01604.csv,1.6186308887044174,,
impedance,[2.010e+03 6.000e+00 9.000e+00 8.000e+00 2.000e+00 1.843e+00],24,B0042,75,1605,01605.csv,,0.07521068734331716,0.10896209484473758
charge,[2010.       6.       9.       8.      33.      48.203],22,B0042,76,1606,01606.csv,,,
impedance,[2.01e+03 6.00e+00 9.00e+00 1.10e+01 3.90e+01 8.90e-01],24,B0042,77,1607,01607.csv,,0.07449151464092646,0.11186108517470444
discharge,[2010.       6.       9.      12.      10.      47.421],22,B0042,78,1608,01608.csv,1.6193418112441196,,
charge,[2.0100e+03 6.0000e+00 9.0000e+00 1.3000e+01 1.0000e+00 3.0656e+01],22,B0042,79,1609,01609.csv,,,
discharge,[2.0100e+03 6.0000e+00 9.0000e+00 1.6000e+01 2.0000e+00 4.7125e+01],22,B0042,80,1610,01610.csv,1.614593271326993,,
charge,[2010.       6.       9.      16.      53.      21.828],22,B0042,81,1611,01611.csv,,,
discharge,[2010.      6.      9.     19.     54.     38.39],22,B0042,82,1612,01612.csv,1.6072040891927848,,
charge,[2.01e+03 6.00e+00 9.00e+00 2.00e+01 4.50e+01 4.68e-01],22,B0042,83,1613,01613.csv,,,
discharge,[2010.       6.       9.      23.      46.      17.078],22,B0042,84,1614,01614.csv,1.6012663590062357,,
charge,[2010.       6.      10.       0.      36.      17.703],22,B0042,85,1615,01615.csv,,,
discharge,[2010.     6.    10.     3.    37.    32.5],22,B0042,86,1616,01616.csv,1.5940407410631041,,
impedance,[2010.       6.      10.       4.      31.      20.156],24,B0042,87,1617,01617.csv,,0.07344478203038415,0.11213428117785046
charge,[2010.       6.      10.       5.       3.       7.312],22,B0042,88,1618,01618.csv,,,
impedance,[2010.       6.      10.       8.       8.      25.312],24,B0042,89,1619,01619.csv,,0.07431046242244761,0.11332100168099098
discharge,[2010.       6.      10.       8.      40.      12.437],22,B0042,90,1620,01620.csv,1.5946888289374477,,
charge,[2010.       6.      10.       9.      30.      14.218],22,B0042,91,1621,01621.csv,,,
discharge,[2010.       6.      10.      12.      31.      31.375],22,B0042,92,1622,01622.csv,1.5882100957302596,,
charge,[2010.       6.      10.      13.      21.      20.703],22,B0042,93,1623,01623.csv,,,
discharge,[2010.       6.      10.      16.      22.      38.906],22,B0042,94,1624,01624.csv,1.587985558077698,,
charge,[2010.       6.      10.      17.      12.      28.187],22,B0042,95,1625,01625.csv,,,
discharge,[2010.       6.      10.      20.      13.      46.031],22,B0042,96,1626,01626.csv,1.5799165406650344,,
charge,[2010.       6.      10.      21.       3.      21.109],22,B0042,97,1627,01627.csv,,,
discharge,[2010.       6.      11.       0.       4.      38.656],22,B0042,98,1628,01628.csv,1.5655946193652834,,
impedance,[2010.       6.      11.       0.      57.      48.437],24,B0042,99,1629,01629.csv,,0.07460513005125728,0.109634770915838
charge,[2.0100e+03 6.0000e+00 1.1000e+01 1.0000e+00 2.9000e+01 3.6015e+01],22,B0042,100,1630,01630.csv,,,
impedance,[2010.       6.      11.       4.      34.      52.187],24,B0042,101,1631,01631.csv,,0.07545962514874321,0.1137792668690111
discharge,[2010.       6.      11.      12.      17.      20.515],4,B0042,102,1632,01632.csv,0.07070127737340176,,
impedance,[2010.       6.      11.      12.      40.      24.671],24,B0042,103,1633,01633.csv,,0.07877529468385841,0.1589538204387527
charge,[2010.      6.     11.     13.     12.     12.39],4,B0042,104,1634,01634.csv,,,
impedance,[2010    6   11   16   17   32],24,B0042,105,1635,01635.csv,,0.0769982195284669,0.18259929531527064
discharge,[2010.       6.      11.      16.      49.      19.671],4,B0042,106,1636,01636.csv,0.08416878530139071,,
charge,[2010.       6.      11.      17.       7.      40.968],4,B0042,107,1637,01637.csv,,,
discharge,[2010.      6.     11.     20.      8.     56.89],4,B0042,108,1638,01638.csv,0.08443785621465827,,
charge,[2010.      6.     11.     20.     26.     56.39],4,B0042,109,1639,01639.csv,,,
discharge,[2010.       6.      11.      23.      28.      14.921],4,B0042,110,1640,01640.csv,0.08478919060590338,,
charge,[2010.       6.      11.      23.      46.       5.703],4,B0042,111,1641,01641.csv,,,
discharge,[2010.      6.     16.     10.     39.     50.39],4,B0042,112,1642,01642.csv,0.09334258183442584,,
charge,[2010.       6.      16.      11.       9.      50.781],4,B0042,113,1643,01643.csv,,,
impedance,[2010.      6.     16.     14.     15.      4.89],24,B0042,114,1644,01644.csv,,0.07800610729453926,0.18413394609270012
discharge,[2010.       6.      16.      14.      46.      51.593],4,B0042,115,1645,01645.csv,0.10603180131397782,,
charge,[2010.       6.      16.      15.       6.       5.515],4,B0042,116,1646,01646.csv,,,
discharge,[2010.       6.      16.      18.       7.      22.875],4,B0042,117,1647,01647.csv,0.106505866207118,,
charge,[2010.      6.     16.     18.     26.     18.14],4,B0042,118,1648,01648.csv,,,
discharge,[2010.       6.      16.      21.      27.      32.859],4,B0042,119,1649,01649.csv,0.09439111585512952,,
charge,[2010.       6.      16.      21.      46.      19.531],4,B0042,120,1650,01650.csv,,,
discharge,[2010.       6.      17.       0.      47.      36.281],4,B0042,121,1651,01651.csv,0.09450595927387112,,
charge,[2.01e+03 6.00e+00 1.70e+01 1.00e+00 0.00e+00 3.05e+01],4,B0042,122,1652,01652.csv,,,
discharge,[2010.       6.      17.       3.      38.      47.796],4,B0042,123,1653,01653.csv,0.08211456108215626,,
impedance,[2.0100e+03 6.0000e+00 1.7000e+01 4.0000e+00 1.0000e+00 4.2312e+01],24,B0042,124,1654,01654.csv,,0.07582530057743594,0.1501184520346214
charge,[2010.       6.      17.       4.      33.      29.468],4,B0042,125,1655,01655.csv,,,
impedance,[2010.       6.      17.       7.      38.      43.687],24,B0042,126,1656,01656.csv,,0.07587400628980778,0.18980686195433671
discharge,[2010.      6.     17.      8.     10.     30.89],4,B0042,127,1657,01657.csv,0.09518470631946747,,
charge,[2010.       6.      17.       8.      29.      16.421],4,B0042,128,1658,01658.csv,,,
discharge,[2010.       6.      17.      11.      30.      34.546],4,B0042,129,1659,01659.csv,0.09539129998659052,,
charge,[2010.       6.      17.      11.      49.      12.546],4,B0042,130,1660,01660.csv,,,
discharge,[2010.       6.      17.      14.      50.      30.921],4,B0042,131,1661,01661.csv,0.08289664565854568,,
charge,[2010.       6.      17.      15.       8.      49.234],4,B0042,132,1662,01662.csv,,,
discharge,[2010.       6.      17.      18.      10.       6.218],4,B0042,133,1663,01663.csv,0.08343199036452603,,
charge,[2010.       6.      17.      18.      28.      39.562],4,B0042,134,1664,01664.csv,,,
discharge,[2010.       6.      17.      21.      29.      54.875],4,B0042,135,1665,01665.csv,0.09624772156495698,,
impedance,[2010.       6.      17.      21.      52.      19.546],24,B0042,136,1666,01666.csv,,0.0759821232914421,0.15894605477145063
charge,[2010.       6.      17.      22.      24.       6.937],4,B0042,137,1667,01667.csv,,,
impedance,[2.0100e+03 6.0000e+00 1.8000e+01 1.0000e+00 2.9000e+01 2.3531e+01],24,B0042,138,1668,01668.csv,,0.0760013508183652,0.17791434650550444
discharge,[2.0100e+03 6.0000e+00 1.8000e+01 2.0000e+00 1.0000e+00 1.1046e+01],4,B0042,139,1669,01669.csv,0.0871279249656989,,
charge,[2.0100e+03 6.0000e+00 1.8000e+01 2.0000e+00 1.9000e+01 4.1687e+01],4,B0042,140,1670,01670.csv,,,
discharge,[2010.       6.      18.       5.      20.      59.203],4,B0042,141,1671,01671.csv,0.09681912182757578,,
charge,[2010.       6.      18.       5.      39.      17.937],4,B0042,142,1672,01672.csv,,,
discharge,[2010.       6.      18.       8.      40.      33.875],4,B0042,143,1673,01673.csv,0.08440054891345107,,
charge,[2010.       6.      18.       8.      58.      45.468],4,B0042,144,1674,01674.csv,,,
discharge,[2010.       6.      18.      12.       0.       2.609],4,B0042,145,1675,01675.csv,0.09770121716674529,,
charge,[2010.       6.      18.      12.      18.      17.218],4,B0042,146,1676,01676.csv,,,
